,Accuracy (Subset),Hamming Loss,Precision (Macro),Recall (Macro),F1-Score (Macro),Precision (Micro),Recall (Micro),F1-Score (Micro),Precision (Samples),Recall (Samples),F1-Score (Samples),Tiempo_promedio_por_experimento
Emotions,0.2588282770735413,0.20445172419250182,0.7298838363426284,0.5327299857748355,0.6040983839501123,0.7306238682891311,0.5441186350705353,0.6234407757751703,0.6161448195097247,0.5405189194321796,0.5489696217470038,0.420601765314738
CHD_49,0.13123123123123123,0.31236236236236237,0.49804132825698855,0.42762753290133687,0.44406563343593153,0.6559235426379543,0.5806381919316521,0.6146433960981734,0.6461711711711712,0.5738188188188188,0.5741694075027409,0.44893218676249186
Foodtruck,0.21127170530964573,0.15745257452574526,0.26130759879867677,0.13849482978855793,0.16197310634672932,0.6638507087358848,0.3569866435175651,0.4633551285067237,0.6198348890896316,0.4460847601855582,0.46908087666067194,1.0815670251846314
Water-quality,0.01619496855345912,0.293766846361186,0.5886905683382051,0.4171809674741006,0.47641316791963406,0.6276362488158261,0.4649182900920586,0.5340457875002635,0.6161059948088251,0.4655034055741602,0.4962740501942557,1.5588312864303588
Birds,0.5167958656330748,0.04232286141710866,0.4195217000032056,0.1805261122892702,0.23706323870527876,0.7674173188555135,0.2940571272725673,0.42401044459031045,0.2121231696813092,0.1509086993970715,0.16747590336737625,4.032294392585754
Global,0.22686440956019044,0.20207127377178083,0.4994890063479409,0.3393118856456202,0.38472270607153713,0.689090337466862,0.4481437775768756,0.5318991064941283,0.5420760088521324,0.4353669206815577,0.4511939718944097,1.508445331255595
