,Accuracy (Subset),Hamming Loss,Precision (Macro),Recall (Macro),F1-Score (Macro),Precision (Micro),Recall (Micro),F1-Score (Micro),Precision (Samples),Recall (Samples),F1-Score (Samples),Tiempo_promedio_por_experimento
VirusGo,0.7648857917150599,0.059746418892760354,0.8591629347567225,0.7254815231685717,0.7627710708119794,0.8979022808406888,0.7975817373253195,0.8439651781415612,0.8570847851335656,0.8293457220286486,0.8341302103497223,0.12749287287394206
Global,0.7648857917150599,0.059746418892760354,0.8591629347567225,0.7254815231685717,0.7627710708119794,0.8979022808406888,0.7975817373253195,0.8439651781415612,0.8570847851335656,0.8293457220286486,0.8341302103497223,0.12749287287394206
