,Accuracy (Subset),Hamming Loss,Precision (Macro),Recall (Macro),F1-Score (Macro),Precision (Micro),Recall (Micro),F1-Score (Micro),Precision (Samples),Recall (Samples),F1-Score (Samples),Tiempo_promedio_por_experimento
Emotions,0.2630489483929165,0.20592706008957254,0.7136844456658537,0.5400795675516702,0.5994585511709463,0.7192823601005895,0.556266110177814,0.6269974370888857,0.6308914526262482,0.5567373276994414,0.562521743160541,0.12067596912384033
CHD_49,0.13153153153153155,0.31011011011011,0.49776255326528474,0.43601367322137535,0.44525854285938204,0.653595782145017,0.5943164342663445,0.6213340503813524,0.6532532532532532,0.5897047047047047,0.5865432098765433,0.08239545027414957
Foodtruck,0.22473652514302922,0.15702432332965308,0.2588067475707294,0.1308026284645652,0.15142043665721736,0.6661724374597832,0.3576094989767299,0.46425342696489574,0.6280077955100539,0.45039141396036897,0.4747362667778205,0.24996023178100585
Water-quality,0.01619496855345912,0.2931042228212039,0.5898596806302974,0.381057110608748,0.4462427710954246,0.6397563169728545,0.4372233314577881,0.5193106057756377,0.6240275962681622,0.4407691072903337,0.48344571910047407,0.10381579399108887
Birds,0.503875968992248,0.04477084183326533,0.3719813717414336,0.12243350557824242,0.17349953864818646,0.8028626580867456,0.21172658102169922,0.33407891909958465,0.16410422049956933,0.10675279931093887,0.12237726098191216,0.41298715273539227
Global,0.22787758852263687,0.20218731163676096,0.4864189597747197,0.3220772970849202,0.36317596808623137,0.6963339109529979,0.4314283911800751,0.5131948878620712,0.5400568636314574,0.42887107059315754,0.4459248399794583,0.1939669195810954
