,Accuracy (Subset),Hamming Loss,Precision (Macro),Recall (Macro),F1-Score (Macro),Precision (Micro),Recall (Micro),F1-Score (Micro),Precision (Samples),Recall (Samples),F1-Score (Samples),Tiempo_promedio_por_experimento
Emotions,0.30262308313155767,0.1875421354982671,0.74862110804846,0.5847188238198594,0.6395788709209829,0.7469741843774536,0.6016416045505754,0.6663623767373957,0.6714614094225261,0.6008474576271186,0.6057108040956496,1.8609971125920615
CHD_49,0.16546546546546542,0.29249249249249254,0.5125631103133813,0.4907544022542257,0.4847168507613212,0.6622710951441818,0.6568695642209015,0.6584276087720808,0.6672122122122119,0.6543843843843844,0.6316449783116451,1.872536826133728
Foodtruck,0.2657382314563887,0.14881687242798353,0.26999956854991775,0.12804403348841942,0.1463432379065744,0.7150073196690916,0.3678567326478527,0.4846656969568029,0.6875238382013449,0.4717163559281897,0.5114747859621391,3.720491099357605
Water-quality,0.023742138364779883,0.2734950584007188,0.6441377435343303,0.39681562603954973,0.46695699813521546,0.6831962951400851,0.456811170610977,0.5474573720451424,0.6571041105121294,0.46061555582782,0.5104752040296245,4.218756453196208
Birds,0.5118863049095606,0.04320685434516524,0.3535481227081357,0.11975762200762201,0.1672581536591987,0.8592922138458421,0.22420970944805854,0.35477960450069257,0.17980189491817405,0.11540482342807921,0.13372216069890486,5.672898133595784
Global,0.2538910446655504,0.18911068263292544,0.505773930630845,0.34401810152193524,0.3809708222766585,0.7333482216353309,0.461477756295673,0.5423385318024229,0.5726206930532773,0.4605937154391184,0.4786055866195927,3.4691359249750766
