,Accuracy (Subset),Hamming Loss,Precision (Macro),Recall (Macro),F1-Score (Macro),Precision (Micro),Recall (Micro),F1-Score (Micro),Precision (Samples),Recall (Samples),F1-Score (Samples),Tiempo_promedio_por_experimento
Mediamill,0.17527191579875437,0.026617770092096354,0.5620830337911293,0.10181538544250077,0.1482133933151619,0.8573638113301297,0.4625606420138805,0.6009004156396756,0.7811635646990364,0.49331510219537505,0.5685265761893975,432.92619095643363
Corel5K,0.002466666666666667,0.009355258467023172,0.03378949642922544,0.003208524687475625,0.0054931233130877345,0.598626363024988,0.020217945128268435,0.03910047028838422,0.055745555555555555,0.020168888888888886,0.028260000000000004,231.27864519755045
Global,0.08886929123271052,0.017986514279559763,0.2979362651101774,0.052511955064988194,0.07685325831412482,0.7279950871775589,0.24138929357107444,0.3200004429640299,0.418454560127296,0.25674199554213195,0.2983932880946987,332.102418076992
