,Accuracy (Subset),Hamming Loss,Precision (Macro),Recall (Macro),F1-Score (Macro),Precision (Micro),Recall (Micro),F1-Score (Micro),Precision (Samples),Recall (Samples),F1-Score (Samples),Tiempo_promedio_por_experimento
Foodtruck,0.07127873130583158,0.18011308508146812,0.059758509886799364,0.03350783883480095,0.03666287700085633,0.20687202169069824,0.09730834411471947,0.12839844888399063,0.18645822877981869,0.1256974702503158,0.136794247356578,1.603938070933024
CHD_49,0.05225225225225225,0.37657657657657656,0.1871787797407093,0.17496681885278412,0.17273242378455303,0.4272481948919348,0.24377632281619102,0.2737328396925861,0.3121871871871872,0.23882382382382386,0.25207183373850045,0.8941308418909709
Water-quality,0.008490566037735849,0.34033018867924536,0.20693520138237992,0.11823199309374441,0.13887945717113429,0.5032322618212858,0.12475648653980305,0.1805287791429831,0.26660302485774184,0.12539139145271222,0.15708912213490459,3.655421495437622
Birds,0.4788113695090439,0.049585203318373454,0.17024577761419868,0.061901606677922466,0.08571165341257735,0.7928968607714472,0.09319930420571874,0.15909096392885747,0.07678725236864771,0.0482687338501292,0.05618986095730281,6.2596767743428545
Emotions,0.08376774438588994,0.2712730855053886,0.2511039526909857,0.17891838304205393,0.20198742520838134,0.6227356822779413,0.18261433017713155,0.2656894031859573,0.22389419044453934,0.1774877747709253,0.18832391713747645,1.7525477409362793
Global,0.1389201326981507,0.2435756278322104,0.17504444426301458,0.11350532810026115,0.12719476731550045,0.5105970042906615,0.14833095757071277,0.20148808696687492,0.21318597672758693,0.1431338388295813,0.15809379626495246,2.83314298470815
