,Accuracy (Subset),Hamming Loss,Precision (Macro),Recall (Macro),F1-Score (Macro),Precision (Micro),Recall (Micro),F1-Score (Micro),Precision (Samples),Recall (Samples),F1-Score (Samples),Tiempo_promedio_por_experimento
Emotions,0.2773109243697479,0.20028011204481794,0.7048748232236365,0.5718685422874893,0.6183616897406675,0.7126436781609196,0.5714285714285714,0.6342710997442456,0.6400560224089636,0.561624649859944,0.569187675070028,1.5753889083862305
CHD_49,0.12612612612612611,0.3108108108108108,0.4933787968561288,0.5023794277253412,0.4968940598314447,0.6360544217687075,0.6515679442508711,0.6437177280550774,0.6223723723723724,0.6396396396396397,0.600986700986701,1.4233441352844238
Foodtruck,0.2073170731707317,0.16361788617886178,0.24722222222222223,0.1466330902649034,0.17143999180612454,0.6330275229357798,0.3631578947368421,0.46153846153846156,0.5833333333333333,0.4513211382113821,0.4571234998064267,3.1930739879608154
Water-quality,0.009433962264150943,0.294811320754717,0.5675135056304325,0.48782452845424323,0.5199239465190704,0.6066098081023454,0.5293023255813953,0.5653253849975162,0.5916797693920335,0.5260490688556726,0.5219850095335666,4.160897493362427
Birds,0.5271317829457365,0.03998368013055895,0.4085213032581454,0.21269765322396902,0.2612619544198492,0.78125,0.373134328358209,0.5050505050505051,0.23772609819121446,0.17816537467700255,0.19689922480620153,5.628941297531128
Global,0.22946397377529865,0.2019007619839533,0.484302130238113,0.38428064839118925,0.41357632846343123,0.6739170861935504,0.49771821287117773,0.5619806358771612,0.5350335191395834,0.47135997424872816,0.4692364220405848,3.1963291645050047
