,Accuracy (Subset),Hamming Loss,Precision (Macro),Recall (Macro),F1-Score (Macro),Precision (Micro),Recall (Micro),F1-Score (Micro),Precision (Samples),Recall (Samples),F1-Score (Samples),Tiempo_promedio_por_experimento
Foodtruck,0.07251329920706613,0.17997507444210248,0.07535720517299466,0.037911951129961395,0.04326772711189266,0.35426593065605183,0.10035918398698618,0.13382919846979752,0.191887065475593,0.1296617213125795,0.14060558741001378,1.6471391280492147
CHD_49,0.05225225225225225,0.37657657657657656,0.1871787797407093,0.17496681885278412,0.17273242378455303,0.4272481948919348,0.24377632281619102,0.2737328396925861,0.3121871871871872,0.23882382382382386,0.25207183373850045,0.8784539381663005
Water-quality,0.008647798742138365,0.3386006289308176,0.2466684932412175,0.1488744698090487,0.17523911733731906,0.5952480206036105,0.1495285645493231,0.21436616311936826,0.33193733153638816,0.1469870424823255,0.1845066150809769,4.112976328531901
Birds,0.5033591731266148,0.04575003399972799,0.3325244002718746,0.13294240165292798,0.18007037810229212,0.8332283675958966,0.18050816474655904,0.289761088228906,0.14202842377260982,0.09644702842377258,0.10969258849103808,11.636953417460123
Emotions,0.08376774438588994,0.2712730855053886,0.2511039526909857,0.17891838304205393,0.20198742520838134,0.6227356822779413,0.18261433017713155,0.2656894031859573,0.22389419044453934,0.1774877747709253,0.18832391713747645,1.6602974971135458
Global,0.1441080535427923,0.24243507989092264,0.21856656622355636,0.13472280489735522,0.15465941430888763,0.566545239205087,0.17135731325523818,0.23547573853932305,0.2403868396832635,0.15788147816268533,0.1750401083716011,3.9871640618642177
