,Accuracy (Subset),Hamming Loss,Precision (Macro),Recall (Macro),F1-Score (Macro),Precision (Micro),Recall (Micro),F1-Score (Micro),Precision (Samples),Recall (Samples),F1-Score (Samples),Tiempo_promedio_por_experimento
Foodtruck,0.2620495834587976,0.1482435009535281,0.2833638765848734,0.13875673178823794,0.15633331886310736,0.7016448356682043,0.3900784353719742,0.5006659590217575,0.7042930509552009,0.5008308294803326,0.5333109681144911,0.714801557858785
CHD_49,0.16336336336336335,0.2921921921921922,0.5140426895441481,0.4960293549550138,0.47856511383896233,0.6568013862776074,0.673655816647564,0.6639202035928115,0.665990990990991,0.662952952952953,0.6366433099766433,0.29727352460225426
Water-quality,0.02562893081761007,0.2681491464510332,0.6392550865322083,0.43269627351014145,0.4880826755534717,0.6756398347992308,0.4996829908450953,0.5744392619171792,0.6625869771388638,0.5046847177979253,0.5419531386953184,0.8681273539861043
Birds,0.5198966408268733,0.04218686250509996,0.40256493053564096,0.1361062641062641,0.19145383878207087,0.870973386420731,0.243875986267365,0.38028467954501183,0.18977174849267878,0.1248492678725237,0.14338603830851893,2.9987587849299113
Emotions,0.3321535393818545,0.1820922154172403,0.7508870651592848,0.6129043323046403,0.6522942537912463,0.7431370042172021,0.634652689255513,0.6845411048982164,0.6904848945227807,0.6324300906803401,0.6307185586098847,0.834283979733785
Global,0.2606184115696998,0.18657278350381876,0.5180227296712311,0.36329859133285947,0.3933458401657717,0.7296392894765952,0.4883891836775023,0.5607702417949951,0.5826255324201031,0.48514957175681495,0.49720240274097127,1.1426490402221678
